League,Team,Player,Nation,pos_nan_nan,Age,MatchesPlayed,MinutesPlayed,Goals,Assists,Sot%,SoT/90,xG,keyPasses,FinalThirdPasses,PrgP,TklW,Tkl%,BloackPass,Interception
ITA-Serie A,Genoa,Filippo Melegoni,ITA,"MF,FW",26-090,3,89,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,0,0.0
ITA-Serie A,Genoa,Honest Ahanor,ITA,"DF,MF",17-085,6,270,0,0,33.3,0.33,0.5,2.0,0.0,3.0,5,70.0,4,1.0
ITA-Serie A,Genoa,Jean Onana,CMR,MF,25-131,8,214,0,0,0.0,0.0,0.0,2.0,6.0,8.0,6,57.1,3,2.0
ITA-Serie A,Genoa,Jeff Ekhator,ITA,"FW,MF",18-189,23,741,1,1,30.0,0.36,1.3,11.0,8.0,14.0,4,50.0,9,2.0
ITA-Serie A,Genoa,Johan Vásquez,MEX,DF,26-209,36,3041,3,0,22.2,0.24,2.4,7.0,76.0,96.0,31,59.1,28,50.0
ITA-Serie A,Genoa,Junior Messias,BRA,"MF,FW",34-006,16,757,1,1,31.3,0.59,2.3,8.0,22.0,30.0,7,37.5,5,6.0
ITA-Serie A,Genoa,Koni De Winter,BEL,DF,22-341,24,2045,3,0,58.3,0.31,1.7,3.0,41.0,55.0,19,70.8,4,23.0
ITA-Serie A,Genoa,Lior Kasa,ISR,"MF,FW",19-234,8,230,0,0,40.0,0.78,1.1,2.0,6.0,7.0,4,40.0,3,3.0
ITA-Serie A,Genoa,Lorenzo Venturino,ITA,"FW,MF",18-331,5,105,0,0,50.0,0.86,0.3,3.0,2.0,5.0,2,33.3,1,0.0
ITA-Serie A,Genoa,Mattia Bani,ITA,DF,31-160,19,1445,0,0,37.5,0.19,1.2,2.0,18.0,25.0,9,63.6,5,20.0
ITA-Serie A,Genoa,Maxwel Cornet,CIV,"FW,MF",28-234,6,237,2,1,60.0,1.14,1.0,5.0,2.0,4.0,1,0.0,0,2.0
ITA-Serie A,Genoa,Milan Badelj,CRO,MF,36-083,23,1472,1,0,14.3,0.12,1.0,12.0,73.0,83.0,16,42.9,12,20.0
ITA-Serie A,Genoa,Morten Frendrup,DEN,MF,24-042,35,3103,2,0,30.0,0.26,1.6,14.0,79.0,106.0,61,43.6,46,47.0
ITA-Serie A,Genoa,Morten Thorsby,NOR,"MF,FW",29-014,30,1898,0,1,40.0,0.28,2.8,27.0,45.0,58.0,30,58.6,21,5.0
ITA-Serie A,Genoa,Patrizio Masini,ITA,MF,24-112,25,1448,1,0,12.5,0.06,0.4,6.0,29.0,43.0,28,47.5,17,13.0
ITA-Serie A,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",32-015,9,383,0,2,33.3,0.7,0.2,8.0,22.0,32.0,8,50.0,2,1.0
ITA-Serie A,Genoa,Stefano Sabelli,ITA,DF,32-126,33,2030,0,2,16.7,0.04,0.1,17.0,79.0,88.0,31,37.3,21,22.0
ITA-Serie A,Genoa,Vitinha,POR,"FW,MF",25-065,24,1266,1,2,12.5,0.28,1.6,15.0,12.0,19.0,7,37.9,11,11.0
ITA-Serie A,Hellas Verona,Abdou Harroui,NED,"MF,FW",27-126,10,463,1,2,26.7,0.78,2.2,4.0,16.0,21.0,6,100.0,5,2.0
ITA-Serie A,Hellas Verona,Amin Sarr,SWE,FW,24-069,31,1848,4,1,30.4,0.34,3.0,22.0,26.0,41.0,12,50.0,14,3.0
ITA-Serie A,Hellas Verona,Antoine Bernede,FRA,MF,25-358,13,584,1,0,50.0,0.31,0.8,10.0,25.0,29.0,8,60.0,5,5.0
ITA-Serie A,Hellas Verona,Casper Tengstedt,DEN,FW,24-352,25,1517,6,1,27.0,0.59,5.3,12.0,11.0,29.0,5,44.4,4,4.0
ITA-Serie A,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25-120,11,755,0,0,33.3,0.12,0.4,3.0,16.0,25.0,15,52.6,13,17.0
ITA-Serie A,Hellas Verona,Dailon Livramento,CPV,"FW,MF",24-015,28,909,1,1,30.8,0.4,1.8,8.0,9.0,13.0,9,50.0,7,3.0
ITA-Serie A,Hellas Verona,Daniel Bandeira,POR,MF,25-038,11,407,0,0,50.0,0.22,0.0,3.0,18.0,25.0,0,50.0,1,6.0
ITA-Serie A,Hellas Verona,Daniel Mosquera,COL,FW,25-211,34,1344,5,1,27.3,1.0,6.5,12.0,20.0,24.0,7,7.1,10,2.0
ITA-Serie A,Hellas Verona,Daniel Oyegoke,ENG,DF,22-136,5,103,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2,100.0,1,1.0
ITA-Serie A,Hellas Verona,Daniele Ghilardi,ITA,DF,22-133,23,1939,0,0,33.3,0.19,0.6,6.0,58.0,56.0,25,60.0,13,28.0
ITA-Serie A,Hellas Verona,Darko Lazović,SRB,"DF,MF",34-246,27,1459,2,3,15.8,0.19,2.6,18.0,21.0,40.0,10,39.3,16,11.0
ITA-Serie A,Hellas Verona,Davide Faraoni,ITA,DF,33-206,8,260,0,0,0.0,0.0,0.2,2.0,6.0,3.0,9,33.3,4,2.0
ITA-Serie A,Hellas Verona,Diego Coppola,ITA,DF,21-142,33,2837,2,0,40.0,0.13,0.7,3.0,32.0,46.0,35,69.2,18,71.0
ITA-Serie A,Hellas Verona,Domagoj Bradarić,CRO,DF,25-160,27,1852,0,0,37.5,0.15,0.2,24.0,28.0,44.0,27,64.3,13,15.0
ITA-Serie A,Hellas Verona,Flavius Daniliuc,AUT,DF,24-022,18,1004,0,0,33.3,0.09,0.1,2.0,28.0,38.0,21,62.5,7,7.0
ITA-Serie A,Hellas Verona,Giangiacomo Magnani,ITA,DF,29-227,17,1065,1,0,18.2,0.17,1.1,1.0,22.0,31.0,15,100.0,7,17.0
ITA-Serie A,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",27-109,27,872,1,1,22.7,0.52,1.0,12.0,30.0,34.0,16,42.9,15,7.0
ITA-Serie A,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",23-247,35,3077,2,2,16.7,0.09,1.6,33.0,38.0,71.0,31,65.1,12,13.0
ITA-Serie A,Hellas Verona,Martin Frese,DEN,DF,27-135,10,540,0,0,0.0,0.0,0.0,5.0,13.0,18.0,10,54.5,4,8.0
ITA-Serie A,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",19-130,7,89,1,0,50.0,1.01,0.2,1.0,0.0,0.0,1,33.3,3,0.0
ITA-Serie A,Hellas Verona,Nicolás Valentini,ARG,DF,24-043,13,1039,0,0,0.0,0.0,0.3,6.0,52.0,41.0,22,70.4,6,13.0
ITA-Serie A,Hellas Verona,Ondrej Duda,SVK,MF,30-165,27,2305,1,2,21.7,0.2,0.9,31.0,100.0,116.0,26,46.8,18,31.0
ITA-Serie A,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",29-364,25,1755,0,0,0.0,0.0,0.3,0.0,52.0,39.0,23,66.7,10,20.0
ITA-Serie A,Hellas Verona,Reda Belahyane,MAR,MF,20-352,6,198,0,0,33.3,0.11,0.2,0.0,9.0,10.0,6,100.0,1,1.0
ITA-Serie A,Hellas Verona,Suat Serdar,GER,MF,28-038,21,1296,1,1,24.1,0.49,1.8,9.0,46.0,52.0,19,37.5,15,8.0
ITA-Serie A,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22-346,30,2021,0,1,21.9,0.31,1.6,27.0,40.0,81.0,36,30.4,27,18.0
ITA-Serie A,Inter,Alessandro Bastoni,ITA,DF,26-036,33,2401,1,5,15.4,0.07,0.8,27.0,128.0,162.0,24,66.7,12,22.0
ITA-Serie A,Inter,Benjamin Pavard,FRA,DF,29-052,23,1584,0,1,12.5,0.06,0.5,8.0,84.0,92.0,16,72.0,4,16.0
ITA-Serie A,Inter,Carlos Augusto,BRA,DF,26-132,28,1601,3,2,18.2,0.22,2.6,9.0,61.0,80.0,13,66.7,12,8.0
ITA-Serie A,Inter,Davide Frattesi,ITA,MF,25-209,28,1225,5,1,25.0,0.51,4.0,7.0,20.0,31.0,8,55.6,8,5.0
ITA-Serie A,Inter,Denzel Dumfries,NED,"DF,FW",29-031,28,1924,7,2,52.8,0.89,5.4,21.0,22.0,50.0,18,51.9,21,6.0
ITA-Serie A,Inter,Federico Dimarco,ITA,"DF,FW",27-190,32,2118,4,7,37.5,0.89,3.3,46.0,44.0,82.0,13,50.0,19,14.0
ITA-Serie A,Inter,Francesco Acerbi,ITA,DF,37-098,22,1679,0,1,20.0,0.05,0.4,9.0,58.0,59.0,19,64.7,6,26.0
ITA-Serie A,Inter,Hakan Çalhanoğlu,TUR,MF,31-100,28,1888,5,5,26.8,0.52,4.4,47.0,140.0,170.0,23,58.3,9,18.0
ITA-Serie A,Inter,Henrikh Mkhitaryan,ARM,MF,36-118,32,2396,1,4,8.7,0.08,1.5,29.0,156.0,199.0,24,44.4,24,17.0
ITA-Serie A,Inter,Joaquín Correa,ARG,"FW,MF",30-279,18,641,1,2,38.5,0.7,1.9,10.0,19.0,36.0,4,30.0,2,0.0
ITA-Serie A,Inter,Kristjan Asllani,ALB,MF,23-071,21,898,2,2,23.1,0.3,2.4,15.0,67.0,52.0,2,35.0,7,8.0
ITA-Serie A,Inter,Lautaro Martínez,ARG,FW,27-270,31,2564,12,3,33.3,1.19,13.5,36.0,41.0,68.0,16,52.0,18,10.0
ITA-Serie A,Inter,Marcus Thuram,FRA,FW,27-286,32,2290,14,4,41.5,1.06,9.9,39.0,24.0,53.0,10,21.4,13,3.0
ITA-Serie A,Inter,Marko Arnautović,AUT,FW,36-030,17,531,4,2,42.9,1.02,3.3,7.0,6.0,16.0,6,60.0,3,1.0
ITA-Serie A,Inter,Matteo Darmian,ITA,DF,35-168,28,1691,3,2,30.0,0.16,1.8,14.0,38.0,43.0,16,54.2,8,10.0
ITA-Serie A,Inter,Mehdi Taremi,IRN,FW,32-305,25,744,1,1,36.4,0.48,2.9,13.0,11.0,22.0,1,25.0,8,0.0
ITA-Serie A,Inter,Nicolò Barella,ITA,MF,28-101,32,2462,3,6,20.9,0.33,2.2,55.0,167.0,231.0,31,44.1,22,12.0
ITA-Serie A,Inter,Piotr Zieliński,POL,MF,30-364,26,980,2,2,26.7,0.37,2.6,14.0,77.0,65.0,10,46.2,5,6.0
ITA-Serie A,Inter,Stefan de Vrij,NED,DF,33-103,25,1636,2,0,16.7,0.11,1.0,1.0,63.0,76.0,11,75.0,8,21.0
ITA-Serie A,Inter,Yann Aurel Bisseck,GER,DF,24-171,26,1584,3,2,23.8,0.28,2.6,7.0,76.0,89.0,12,68.8,10,17.0
ITA-Serie A,Juventus,Alberto costa,POR,DF,21-232,8,312,0,0,0.0,0.0,0.6,1.0,7.0,8.0,9,75.0,4,4.0
ITA-Serie A,Juventus,Andrea Cambiaso,ITA,"DF,FW",25-088,32,2146,2,2,37.5,0.25,0.7,32.0,80.0,108.0,28,61.9,19,15.0
ITA-Serie A,Juventus,Danilo,BRA,DF,33-308,12,581,0,1,0.0,0.0,0.1,3.0,51.0,45.0,4,50.0,1,9.0
ITA-Serie A,Juventus,Douglas Luiz,BRA,MF,27-010,19,529,0,0,25.0,0.34,0.6,15.0,19.0,35.0,8,66.7,3,4.0
ITA-Serie A,Juventus,Dušan Vlahović,SRB,FW,25-111,28,1769,10,4,34.2,1.27,12.3,15.0,11.0,22.0,1,20.0,4,1.0
ITA-Serie A,Juventus,Federico Gatti,ITA,DF,26-329,29,2190,1,0,36.0,0.37,2.5,6.0,58.0,73.0,23,58.3,9,18.0
ITA-Serie A,Juventus,Francisco Conceição,POR,"FW,MF",22-156,25,1255,3,3,35.1,0.93,1.9,25.0,13.0,32.0,13,41.4,7,5.0
ITA-Serie A,Juventus,Gleison Bremer,BRA,DF,28-062,6,540,0,0,0.0,0.0,0.1,0.0,26.0,21.0,7,80.0,4,6.0
ITA-Serie A,Juventus,Juan David Cabal,COL,DF,24-131,7,460,0,0,0.0,0.0,0.1,1.0,20.0,17.0,4,66.7,2,2.0
ITA-Serie A,Juventus,Kenan Yıldız,TUR,"FW,MF",20-015,34,2312,6,4,33.9,0.78,4.2,54.0,68.0,115.0,29,53.3,24,5.0
ITA-Serie A,Juventus,Khéphren Thuram,FRA,MF,24-054,34,2236,4,5,25.7,0.36,3.4,25.0,121.0,117.0,18,60.0,22,12.0
ITA-Serie A,Juventus,Lloyd Kelly,ENG,DF,26-225,11,923,0,0,14.3,0.1,0.4,3.0,50.0,34.0,8,77.8,4,2.0
ITA-Serie A,Juventus,Manuel Locatelli,ITA,MF,27-131,35,2732,1,2,30.4,0.23,1.0,29.0,318.0,290.0,47,60.0,36,23.0
ITA-Serie A,Juventus,Nicolás González,ARG,"FW,MF",27-043,25,1670,3,2,50.0,1.13,3.8,19.0,27.0,66.0,13,36.0,12,9.0
ITA-Serie A,Juventus,Nicolò Fagioli,ITA,MF,24-096,17,571,0,0,8.3,0.16,0.6,4.0,36.0,41.0,10,66.7,4,2.0
ITA-Serie A,Juventus,Nicolò Savona,ITA,DF,22-061,27,1634,2,1,66.7,0.22,0.5,16.0,56.0,57.0,13,54.2,8,10.0
ITA-Serie A,Juventus,Pierre Kalulu,FRA,DF,24-348,29,2337,1,0,42.9,0.12,0.7,11.0,133.0,117.0,25,75.0,12,17.0
ITA-Serie A,Juventus,Randal Kolo Muani,FRA,FW,26-165,15,1085,7,1,52.2,1.0,4.5,14.0,8.0,18.0,7,80.0,7,3.0
ITA-Serie A,Juventus,Renato Veiga,POR,DF,21-294,12,1048,0,1,45.5,0.43,0.9,2.0,35.0,40.0,12,64.3,3,17.0
ITA-Serie A,Juventus,Samuel Mbangula,BEL,FW,21-123,23,709,3,3,55.6,0.63,0.6,15.0,15.0,17.0,10,53.8,7,3.0
ITA-Serie A,Juventus,Teun Koopmeiners,NED,"MF,FW",27-080,28,1994,3,3,23.8,0.45,3.9,38.0,63.0,89.0,16,33.3,22,8.0
ITA-Serie A,Juventus,Timothy Weah,USA,"DF,FW",25-086,29,1628,5,2,42.9,0.5,3.4,19.0,38.0,55.0,19,56.0,21,14.0
ITA-Serie A,Juventus,Vasilije Adžić,MNE,"MF,FW",19-007,6,42,0,0,100.0,2.14,0.0,0.0,1.0,1.0,2,0.0,0,0.0
ITA-Serie A,Juventus,Weston McKennie,USA,"MF,DF",26-264,31,2295,2,4,36.4,0.31,2.9,32.0,70.0,101.0,12,59.1,20,14.0
ITA-Serie A,Lazio,Adam Marušić,MNE,DF,32-214,34,2292,4,0,43.5,0.39,2.0,12.0,71.0,84.0,19,58.6,10,16.0
ITA-Serie A,Lazio,Alessio Romagnoli,ITA,DF,30-127,31,2583,2,0,33.3,0.21,2.2,9.0,98.0,85.0,29,81.5,16,25.0
ITA-Serie A,Lazio,Boulaye Dia,SEN,"MF,FW",28-184,34,2087,9,3,51.4,0.82,6.9,25.0,37.0,51.0,10,43.8,11,5.0
ITA-Serie A,Lazio,Fisayo Dele-Bashiru,NGA,"MF,FW",24-102,20,947,3,1,31.3,0.48,1.1,10.0,23.0,26.0,6,33.3,8,4.0
ITA-Serie A,Lazio,Gustav Isaksen,DEN,FW,24-030,36,2165,4,2,44.4,1.0,5.2,35.0,19.0,44.0,9,25.0,19,9.0
ITA-Serie A,Lazio,Loum Tchaouna,FRA,"FW,MF",21-253,24,660,1,0,34.8,1.09,2.5,10.0,9.0,20.0,4,33.3,4,4.0
ITA-Serie A,Lazio,Luca Pellegrini,ITA,DF,26-073,21,1049,0,4,30.8,0.34,0.7,20.0,62.0,69.0,11,51.6,7,19.0
ITA-Serie A,Lazio,Manuel Lazzari,ITA,DF,31-171,25,1406,0,1,33.3,0.13,0.1,20.0,36.0,66.0,16,58.3,4,10.0
ITA-Serie A,Lazio,Mario Gila,ESP,DF,24-263,31,2651,1,0,28.6,0.14,1.0,14.0,149.0,143.0,36,67.9,6,28.0
ITA-Serie A,Lazio,Mattia Zaccagni,ITA,FW,29-337,33,2610,8,6,30.4,0.48,6.4,52.0,49.0,111.0,26,50.0,16,29.0
ITA-Serie A,Lazio,Mattéo Guendouzi,FRA,MF,26-035,36,3180,1,3,26.9,0.2,1.3,42.0,277.0,307.0,20,43.5,24,31.0
ITA-Serie A,Lazio,Matías Vecino,URU,MF,33-268,19,862,2,3,26.7,0.42,2.2,11.0,32.0,29.0,7,22.2,5,5.0
ITA-Serie A,Lazio,Nicolò Casale,ITA,DF,27-094,2,135,0,0,100.0,0.67,0.0,0.0,12.0,6.0,4,50.0,7,14.0
ITA-Serie A,Lazio,Nicolò Rovella,ITA,MF,23-166,32,2643,0,3,29.6,0.27,1.4,30.0,161.0,149.0,48,51.9,15,47.0
ITA-Serie A,Lazio,Nuno Tavares,POR,DF,25-113,22,1614,0,8,18.5,0.28,1.1,31.0,66.0,101.0,21,42.4,17,20.0
ITA-Serie A,Lazio,Patric,ESP,DF,32-032,10,607,1,0,50.0,0.15,1.1,1.0,23.0,30.0,6,60.0,1,3.0
ITA-Serie A,Lazio,Pedro,ESP,"FW,MF",37-295,29,1057,10,1,43.3,1.11,4.9,20.0,52.0,71.0,14,47.6,11,3.0
ITA-Serie A,Lazio,Samuel Gigot,FRA,DF,31-219,15,683,2,0,75.0,0.4,1.3,0.0,13.0,12.0,3,0.0,2,13.0
ITA-Serie A,Lazio,Tijjani Noslin,NED,"FW,MF",25-316,29,847,2,2,33.3,0.64,2.0,11.0,12.0,16.0,5,12.5,14,1.0
ITA-Serie A,Lazio,Valentín Castellanos,ARG,FW,26-228,28,2294,10,3,34.7,1.33,12.8,25.0,47.0,66.0,6,10.0,16,5.0
ITA-Serie A,Lecce,Ante Rebić,CRO,"FW,MF",31-240,27,788,1,0,38.5,0.57,2.2,18.0,18.0,35.0,9,30.0,5,2.0
ITA-Serie A,Lecce,Antonino Gallo,ITA,DF,25-134,30,2519,0,2,25.0,0.07,0.2,43.0,78.0,107.0,41,54.1,27,20.0
ITA-Serie A,Lecce,Balthazar Pierret,FRA,MF,25-004,30,1723,0,0,0.0,0.0,0.2,10.0,80.0,82.0,31,43.3,14,19.0
ITA-Serie A,Lecce,Danilo Veiga,POR,DF,22-236,12,356,0,0,0.0,0.0,0.6,6.0,11.0,10.0,6,50.0,5,4.0
ITA-Serie A,Lecce,Federico Baschirotto,ITA,DF,28-241,37,3330,2,0,40.0,0.22,1.2,4.0,51.0,71.0,25,78.6,12,23.0
ITA-Serie A,Lecce,Frederic Guilbert,FRA,DF,30-146,30,2345,0,1,0.0,0.0,0.2,19.0,77.0,87.0,35,64.8,19,46.0
ITA-Serie A,Lecce,Gaby Jean,FRA,DF,25-089,19,1388,0,0,100.0,0.06,0.1,1.0,33.0,42.0,7,54.5,3,9.0
ITA-Serie A,Lecce,Hamza Rafia,TUN,MF,26-047,18,1058,0,0,20.0,0.17,0.5,16.0,47.0,51.0,27,46.9,5,4.0
ITA-Serie A,Lecce,Jesper Karlsson,SWE,FW,26-298,12,437,1,0,44.4,0.82,1.5,6.0,6.0,12.0,2,25.0,1,0.0
ITA-Serie A,Lecce,Kialonda,ANG,DF,27-234,23,2054,0,1,0.0,0.0,1.1,6.0,28.0,33.0,12,70.6,16,30.0
ITA-Serie A,Lecce,Konan N'dri,CIV,"FW,MF",24-204,11,306,0,0,22.2,0.59,0.5,6.0,1.0,2.0,3,66.7,4,1.0
ITA-Serie A,Lecce,Lameck Banda,ZAM,"FW,MF",24-110,15,610,0,1,23.5,0.59,1.2,11.0,3.0,7.0,5,25.0,7,2.0
ITA-Serie A,Lecce,Lassana Coulibaly,MLI,MF,29-039,37,2577,0,0,25.0,0.07,0.7,11.0,67.0,92.0,29,38.3,30,18.0
ITA-Serie A,Lecce,Medon Berisha,ALB,MF,21-210,16,657,0,1,26.1,0.82,0.7,10.0,45.0,41.0,8,50.0,6,10.0
ITA-Serie A,Lecce,Mohamed Kaba,FRA,MF,23-204,14,421,0,0,0.0,0.0,0.3,1.0,18.0,18.0,8,88.9,7,4.0
ITA-Serie A,Lecce,Nikola Krstović,MNE,FW,25-044,36,2970,11,4,27.8,1.12,12.0,29.0,38.0,55.0,8,40.0,4,7.0
ITA-Serie A,Lecce,Patrick Dorgu,DEN,"DF,FW",20-205,21,1840,3,1,27.8,0.49,3.3,19.0,42.0,54.0,27,51.1,18,18.0
ITA-Serie A,Lecce,Rareș-Cătălin Burnete,ROU,FW,21-108,3,25,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0,0.0,0,0.0
ITA-Serie A,Lecce,Remi Oudin,FRA,"MF,FW",28-182,11,299,0,0,33.3,0.3,0.1,6.0,9.0,13.0,1,50.0,4,2.0
ITA-Serie A,Lecce,Santiago Pierotti,ARG,FW,24-046,35,1893,4,2,21.9,0.33,3.1,25.0,27.0,37.0,24,46.8,24,14.0
ITA-Serie A,Lecce,Tete Morente,ESP,"FW,MF",28-166,31,2021,3,2,31.7,0.58,2.9,25.0,54.0,102.0,17,27.8,15,14.0
ITA-Serie A,Lecce,Valentin Gendrey,FRA,DF,24-332,2,180,0,0,0.0,0.0,0.2,2.0,5.0,5.0,2,100.0,2,2.0
ITA-Serie A,Lecce,Ylber Ramadani,ALB,MF,29-037,28,1735,1,1,35.3,0.31,0.6,16.0,52.0,61.0,28,66.0,17,24.0
ITA-Serie A,Lecce,Þórir Jóhann Helgason,ISL,MF,24-233,20,1124,0,4,31.3,0.4,1.2,22.0,23.0,38.0,7,53.8,5,5.0
ITA-Serie A,Milan,Alejandro Jiménez,ESP,"DF,FW",20-011,21,1236,0,1,35.7,0.36,0.8,12.0,32.0,37.0,13,40.7,21,15.0
ITA-Serie A,Milan,Christian Pulisic,USA,"FW,MF",26-243,33,2393,11,9,40.0,0.75,11.8,66.0,53.0,102.0,28,40.5,22,5.0
ITA-Serie A,Milan,Davide Bartesaghi,ITA,"DF,MF",19-141,3,58,0,0,100.0,1.55,0.0,1.0,0.0,0.0,1,100.0,0,2.0
ITA-Serie A,Milan,Davide Calabria,ITA,DF,28-164,7,316,0,0,0.0,0.0,0.3,1.0,23.0,24.0,7,57.1,1,8.0
ITA-Serie A,Milan,Emerson,BRA,DF,26-125,17,1377,0,0,20.0,0.13,0.4,15.0,44.0,68.0,28,47.1,11,14.0
ITA-Serie A,Milan,Fikayo Tomori,ENG,DF,27-151,21,1503,0,1,0.0,0.0,0.1,6.0,54.0,58.0,23,65.2,4,19.0
ITA-Serie A,Milan,Filippo Terracciano,ITA,"DF,MF",22-100,13,539,0,0,33.3,0.17,0.2,2.0,21.0,14.0,6,50.0,1,6.0
ITA-Serie A,Milan,Francesco Camarda,ITA,"FW,MF",17-070,9,161,0,0,20.0,0.56,0.4,2.0,1.0,0.0,2,33.3,0,0.0
ITA-Serie A,Milan,Ismaël Bennacer,ALG,MF,27-169,6,300,0,0,66.7,0.6,0.1,4.0,22.0,23.0,4,14.3,2,3.0
ITA-Serie A,Milan,João Félix,POR,MF,25-190,14,681,1,0,20.8,0.66,2.3,9.0,25.0,36.0,6,28.6,2,1.0
ITA-Serie A,Milan,Kyle Walker,ENG,DF,34-356,11,659,0,0,0.0,0.0,0.0,6.0,26.0,32.0,9,76.5,4,9.0
ITA-Serie A,Milan,Malick Thiaw,GER,DF,23-284,22,1806,0,0,0.0,0.0,0.6,4.0,87.0,89.0,17,60.0,2,15.0
ITA-Serie A,Milan,Matteo Gabbia,ITA,DF,25-210,25,2062,1,0,23.1,0.13,0.9,2.0,78.0,72.0,15,80.0,5,13.0
ITA-Serie A,Milan,Mattia Liberali,ITA,MF,18-043,1,61,0,0,0.0,0.0,0.1,1.0,4.0,5.0,1,100.0,0,0.0
ITA-Serie A,Milan,Rafael Leão,POR,FW,25-343,34,2323,8,8,43.9,1.12,7.6,58.0,37.0,93.0,10,37.9,14,6.0
ITA-Serie A,Milan,Riccardo Sottil,ITA,"FW,MF",25-350,6,123,0,0,0.0,0.0,0.2,3.0,2.0,3.0,4,75.0,1,4.0
ITA-Serie A,Milan,Ruben Loftus-Cheek,ENG,MF,29-116,18,947,0,0,25.0,0.19,0.7,15.0,34.0,48.0,7,45.5,3,3.0
ITA-Serie A,Milan,Samuel Chukwueze,NGA,"FW,MF",25-362,25,880,3,1,25.8,0.82,2.5,24.0,18.0,32.0,10,27.8,3,2.0
ITA-Serie A,Milan,Santiago Giménez,MEX,FW,24-031,14,669,5,2,40.9,1.21,4.8,6.0,5.0,6.0,3,75.0,2,1.0
ITA-Serie A,Milan,Strahinja Pavlović,SRB,DF,23-360,23,1774,2,1,46.7,0.36,1.7,6.0,92.0,87.0,31,58.0,9,16.0
ITA-Serie A,Milan,Tammy Abraham,ENG,FW,27-229,1,1,0,0,42.3,0.84,7.1,0.0,1.0,1.0,0,0.0,0,0.0
ITA-Serie A,Milan,Theo Hernández,FRA,DF,27-225,33,2696,4,3,32.6,0.47,2.7,47.0,96.0,132.0,28,53.8,15,17.0
ITA-Serie A,Milan,Tijjani Reijnders,NED,MF,26-294,36,3038,10,4,36.5,0.8,7.3,44.0,129.0,218.0,13,38.5,18,35.0
ITA-Serie A,Milan,Youssouf Fofana,FRA,MF,26-129,34,2493,1,6,13.9,0.18,1.3,23.0,140.0,176.0,34,50.0,23,19.0
ITA-Serie A,Milan,Yunus Musah,USA,"MF,FW",22-171,28,1526,0,2,23.8,0.29,1.9,23.0,58.0,83.0,18,68.8,8,7.0
ITA-Serie A,Milan,Álvaro Morata,ESP,"FW,MF",32-208,16,1099,5,0,37.0,0.82,3.9,7.0,15.0,26.0,10,62.5,5,5.0
ITA-Serie A,Monza,Alessandro Bianco,ITA,MF,22-230,33,2510,1,0,26.1,0.22,1.2,18.0,139.0,124.0,28,67.5,25,22.0
ITA-Serie A,Monza,Andrea Carboni,ITA,DF,24-104,25,2101,0,1,12.5,0.04,0.3,4.0,50.0,50.0,32,64.0,14,27.0
ITA-Serie A,Monza,Andrea Petagna,ITA,FW,29-323,12,323,0,0,0.0,0.0,0.2,1.0,2.0,1.0,1,50.0,0,1.0
ITA-Serie A,Monza,Armando Izzo,ITA,DF,33-078,29,2424,1,1,33.3,0.07,0.4,11.0,55.0,71.0,15,50.0,10,45.0
ITA-Serie A,Monza,Daniel Maldini,ITA,"MF,FW",23-220,20,1306,3,0,33.3,0.9,4.8,12.0,14.0,34.0,6,46.2,6,4.0
ITA-Serie A,Monza,Danilo D'Ambrosio,ITA,DF,36-252,20,1095,0,1,44.4,0.33,0.5,5.0,26.0,34.0,15,60.9,4,15.0
ITA-Serie A,Monza,Dany Mota,POR,"FW,MF",27-017,31,2104,5,2,26.2,0.47,5.1,22.0,27.0,47.0,3,50.0,17,9.0
ITA-Serie A,Monza,Gaetano Castrovilli,ITA,MF,28-091,11,575,0,0,0.0,0.0,0.3,7.0,12.0,24.0,7,36.4,6,2.0
ITA-Serie A,Monza,Gianluca Caprari,ITA,"MF,FW",31-293,33,1582,3,2,32.1,0.51,4.2,30.0,34.0,76.0,11,50.0,14,7.0
ITA-Serie A,Monza,Giorgos Kyriakopoulos,GRE,DF,29-103,33,2755,2,4,33.3,0.29,0.9,41.0,75.0,97.0,26,49.2,18,23.0
ITA-Serie A,Monza,Jean-Daniel Akpa-Akpro,CIV,"MF,DF",32-220,13,876,0,0,33.3,0.1,0.2,3.0,17.0,16.0,18,50.0,13,11.0
ITA-Serie A,Monza,Kacper Urbanski,POL,MF,20-254,8,500,0,0,20.0,0.18,0.1,4.0,30.0,41.0,3,57.1,5,2.0
ITA-Serie A,Monza,Keita Baldé,SEN,FW,30-072,10,560,2,0,33.3,0.64,1.0,4.0,18.0,29.0,1,50.0,4,2.0
ITA-Serie A,Monza,Kevin Zeroli,ITA,MF,20-128,8,395,0,1,16.7,0.23,0.8,2.0,6.0,5.0,2,0.0,5,2.0
